EmployeeID,Prob_leave_3m,Prob_leave_6m,Prob_leave_12m,RiskTier_6m,Department,JobRole
95,0.024645498020498202,0.024645498020498202,0.27384025473306484,Low,Research & Development,Research Scientist
96,0.0,0.0,0.0,Low,Research & Development,Research Scientist
97,0.025803674538969035,0.025803674538969035,0.12689558852549054,Low,Research & Development,Laboratory Technician
98,0.0,0.0,0.0009090909090908594,Low,Research & Development,Manufacturing Director
100,0.0,0.0,0.0,Low,Sales,Sales Executive
101,0.01103529341029319,0.01103529341029319,0.13126883276586587,Low,Research & Development,Research Director
102,0.0013762932973460096,0.0013762932973460096,0.011417078900631594,Low,Research & Development,Research Director
103,0.0004227053140095638,0.0004227053140095638,0.010238771103860622,Low,Human Resources,Human Resources
104,0.0023367604617605675,0.0023367604617605675,0.03123142914590271,Low,Research & Development,Laboratory Technician
105,0.0012592592592592933,0.0012592592592592933,0.0039761904761902445,Low,Research & Development,Research Scientist
106,0.01665974303474327,0.01665974303474327,0.11718634245298287,Low,Sales,Sales Executive
107,0.0013095238095236494,0.0013095238095236494,0.003420634920634824,Low,Research & Development,Research Scientist
110,0.0004761904761904079,0.0004761904761904079,0.004612942612942539,Low,Research & Development,Manufacturing Director
112,0.0027659932659931386,0.0027659932659931386,0.013773257425218288,Low,Research & Development,Manufacturing Director
113,0.05865462281096934,0.05865462281096934,0.3360092775048785,Low,Sales,Sales Representative
116,0.0004761904761905189,0.0004761904761905189,0.009015262515262412,Low,Research & Development,Laboratory Technician
117,0.0,0.0,0.0,Low,Research & Development,Healthcare Representative
118,0.0,0.0,0.0,Low,Sales,Sales Executive
119,0.0,0.0,0.0,Low,Research & Development,Healthcare Representative
120,0.014881151256151193,0.014881151256151193,0.04894194791563222,Low,Sales,Sales Executive
121,0.0,0.0,0.0011428571428572232,Low,Sales,Sales Executive
124,0.0,0.0,0.0,Low,Research & Development,Healthcare Representative
125,0.0,0.0,0.0011111111111110628,Low,Sales,Sales Executive
126,0.002204415954416117,0.002204415954416117,0.008770860357870225,Low,Research & Development,Research Director
128,0.0035634920634921574,0.0035634920634921574,0.010570651570651735,Low,Sales,Sales Executive
129,0.0020555555555555882,0.0020555555555555882,0.007398962148962074,Low,Sales,Sales Executive
131,0.0,0.0,0.0015277777777779056,Low,Sales,Sales Executive
132,0.0009259259259258856,0.0009259259259258856,0.013721528471528521,Low,Research & Development,Laboratory Technician
133,0.0030530303030301686,0.0030530303030301686,0.034172123628006035,Low,Human Resources,Human Resources
134,0.036622652213209594,0.036622652213209594,0.27411134415953353,Low,Research & Development,Research Scientist
137,0.11848941880559516,0.11848941880559516,0.5388587399074463,Low,Research & Development,Laboratory Technician
138,0.0,0.0,0.0004166666666666208,Low,Research & Development,Research Scientist
139,0.010995164421634951,0.010995164421634951,0.1084303297465059,Low,Research & Development,Healthcare Representative
140,0.0016984126984126435,0.0016984126984126435,0.006503126503126455,Low,Human Resources,Manager
141,0.001360028860028728,0.001360028860028728,0.01171611380821902,Low,Research & Development,Research Director
142,0.011075332075332067,0.011075332075332067,0.026119070744070827,Low,Sales,Sales Executive
143,0.004543789543789534,0.004543789543789534,0.033609774035285644,Low,Research & Development,Research Scientist
144,0.08250500896321344,0.08250500896321344,0.5141312280717846,Low,Research & Development,Laboratory Technician
145,0.0002777777777779322,0.0002777777777779322,0.00301385651385655,Low,Research & Development,Healthcare Representative
147,0.0029978632478632194,0.0029978632478632194,0.028670875856169897,Low,Research & Development,Laboratory Technician
148,0.0017628205128206176,0.0017628205128206176,0.004954739704739808,Low,Human Resources,Manager
150,0.0015873015873018037,0.0015873015873018037,0.007428164428164519,Low,Research & Development,Laboratory Technician
151,0.012003099569276032,0.012003099569276032,0.07784928062133933,Low,Research & Development,Research Scientist
152,0.0011111111111110628,0.0011111111111110628,0.0041758796758796235,Low,Sales,Sales Executive
153,0.0002777777777779322,0.0002777777777779322,0.0002777777777779322,Low,Research & Development,Manager
154,0.0,0.0,0.0012962962962962399,Low,Sales,Sales Executive
155,0.019484933768215473,0.019484933768215473,0.15189467796142586,Low,Research & Development,Laboratory Technician
158,0.0,0.0,0.0004166666666666208,Low,Sales,Manager
159,0.0023580586080585997,0.0023580586080585997,0.013513842638842588,Low,Research & Development,Research Scientist
160,0.0,0.0,0.005193140193140211,Low,Sales,Sales Executive
161,0.0005128205128206442,0.0005128205128206442,0.006817737817737979,Low,Research & Development,Research Scientist
162,0.0007509157509157927,0.0007509157509157927,0.0028249898249897987,Low,Research & Development,Research Director
163,0.005637196137196043,0.005637196137196043,0.013183516918811033,Low,Sales,Sales Executive
164,0.0004166666666666208,0.0004166666666666208,0.008438172938172839,Low,Research & Development,Research Scientist
165,0.0,0.0,0.0008333333333333526,Low,Research & Development,Healthcare Representative
167,0.3919653860787766,0.3919653860787766,0.8307146604154312,Medium,Sales,Sales Representative
169,0.006181235431235499,0.006181235431235499,0.049220003242371635,Low,Research & Development,Laboratory Technician
170,0.0,0.0,0.00022222222222223476,Low,Research & Development,Manufacturing Director
171,0.0005555555555556424,0.0005555555555556424,0.014322825322825583,Low,Research & Development,Research Scientist
174,0.0009259259259258856,0.0009259259259258856,0.009371286121286126,Low,Sales,Sales Executive
175,0.0038190045248869264,0.0038190045248869264,0.022791901997784025,Low,Sales,Sales Executive
176,0.0,0.0,0.0,Low,Sales,Sales Executive
177,0.0008333333333333526,0.0008333333333333526,0.006211459836459876,Low,Human Resources,Human Resources
178,0.001071428571428501,0.001071428571428501,0.0231728132978134,Low,Research & Development,Manufacturing Director
179,0.006210844166726348,0.006210844166726348,0.016467222637565615,Low,Research & Development,Manufacturing Director
182,0.0,0.0,0.0008095238095238155,Low,Sales,Sales Executive
183,0.005393217893217783,0.005393217893217783,0.02696851296851288,Low,Sales,Sales Executive
184,0.0002564102564103221,0.0002564102564103221,0.0022820512820513894,Low,Human Resources,Human Resources
190,0.010179039771145204,0.010179039771145204,0.0271154824707458,Low,Research & Development,Laboratory Technician
192,0.0024504442925493697,0.0024504442925493697,0.00845113755640059,Low,Research & Development,Research Scientist
193,0.000694444444444331,0.000694444444444331,0.010862461612461738,Low,Research & Development,Research Scientist
194,0.004506206756206721,0.004506206756206721,0.010065323565323525,Low,Research & Development,Research Scientist
195,0.0028366013071894347,0.0028366013071894347,0.0083193256462607,Low,Sales,Sales Executive
197,0.0008611111111110903,0.0008611111111110903,0.004088624338624336,Low,Research & Development,Research Scientist
198,0.002318903318903276,0.002318903318903276,0.010424723424723448,Low,Research & Development,Laboratory Technician
199,0.0,0.0,0.0005555555555554204,Low,Research & Development,Manager
200,0.004522026992615391,0.004522026992615391,0.051416762159409046,Low,Research & Development,Laboratory Technician
201,0.1947106626003683,0.1947106626003683,0.6149319370600759,Low,Research & Development,Laboratory Technician
202,0.0,0.0,0.004470899470899403,Low,Research & Development,Research Scientist
204,0.0,0.0,0.0011005661005660805,Low,Sales,Sales Executive
205,0.003015526140526248,0.003015526140526248,0.010202082503553034,Low,Sales,Sales Representative
206,0.0009490740740740744,0.0009490740740740744,0.006646137087313542,Low,Research & Development,Laboratory Technician
207,0.0,0.0,0.0,Low,Sales,Sales Executive
208,0.0008333333333333526,0.0008333333333333526,0.003565995408100653,Low,Research & Development,Manufacturing Director
211,0.01615492451018763,0.01615492451018763,0.09498396221654748,Low,Research & Development,Manufacturing Director
214,0.009840276281452676,0.009840276281452676,0.1290935972066004,Low,Research & Development,Research Scientist
215,0.0,0.0,0.0014892514892514974,Low,Sales,Sales Executive
216,0.004273508898508749,0.004273508898508749,0.0229683048433047,Low,Sales,Sales Representative
217,0.004399304399304693,0.004399304399304693,0.06146615816256773,Low,Research & Development,Research Scientist
218,0.004543447293447356,0.004543447293447356,0.015399743774743624,Low,Research & Development,Research Scientist
221,0.003636039886039999,0.003636039886039999,0.007586657169990518,Low,Research & Development,Research Scientist
223,0.0,0.0,0.0034686147186147043,Low,Research & Development,Healthcare Representative
224,0.013200146700146576,0.013200146700146576,0.20779335460184123,Low,Research & Development,Research Scientist
226,0.0,0.0,0.002777777777777879,Low,Research & Development,Manager
227,0.0004166666666666208,0.0004166666666666208,0.00554082491582486,Low,Research & Development,Research Scientist
228,0.0009523809523809268,0.0009523809523809268,0.0011904761904762973,Low,Sales,Sales Executive
230,0.010232316903369565,0.010232316903369565,0.014244399727952328,Low,Sales,Sales Executive
231,0.0008333333333333526,0.0008333333333333526,0.005634513634513727,Low,Research & Development,Research Scientist
233,0.0005128205128204222,0.0005128205128204222,0.009899591149591047,Low,Research & Development,Research Scientist
235,0.2559845419172042,0.2559845419172042,0.6730353139090088,Low,Sales,Sales Representative
238,0.004814935064935022,0.004814935064935022,0.016864690864691,Low,Research & Development,Laboratory Technician
239,0.0,0.0,0.003418498168498041,Low,Research & Development,Laboratory Technician
240,0.0008333333333333526,0.0008333333333333526,0.004976310726310884,Low,Sales,Sales Executive
241,0.0,0.0,0.003912975912975902,Low,Research & Development,Research Scientist
242,0.009368783993783936,0.009368783993783936,0.03332957387791968,Low,Research & Development,Research Scientist
243,0.19328704126111274,0.19328704126111274,0.7108014473256314,Low,Research & Development,Laboratory Technician
244,0.00037037037037024323,0.00037037037037024323,0.0023002645502646635,Low,Sales,Sales Executive
245,0.0023648758648758816,0.0023648758648758816,0.07734911672160971,Low,Research & Development,Laboratory Technician
246,0.001288600288600228,0.001288600288600228,0.02064614552114541,Low,Research & Development,Research Scientist
247,0.0006084656084655027,0.0006084656084655027,0.012575017575017555,Low,Research & Development,Research Scientist
248,0.015973525385289844,0.015973525385289844,0.057862450185979464,Low,Sales,Sales Representative
249,0.0012069716775597872,0.0012069716775597872,0.006200622906505138,Low,Research & Development,Laboratory Technician
250,0.0,0.0,0.0012222222222222356,Low,Research & Development,Manufacturing Director
252,0.0,0.0,0.0011794871794870154,Low,Research & Development,Research Scientist
253,0.0,0.0,0.0,Low,Research & Development,Manager
254,0.0,0.0,0.0018611111111109802,Low,Research & Development,Research Director
256,0.0,0.0,0.0011111111111112848,Low,Research & Development,Manufacturing Director
258,0.010944139194139058,0.010944139194139058,0.046649794649794685,Low,Research & Development,Healthcare Representative
259,0.0,0.0,0.0,Low,Research & Development,Manager
260,0.0031616300366300587,0.0031616300366300587,0.011786472208347387,Low,Research & Development,Research Scientist
261,0.012132108632108562,0.012132108632108562,0.23014148796011535,Low,Research & Development,Manufacturing Director
262,0.0008461538461538298,0.0008461538461538298,0.00848618048618055,Low,Research & Development,Research Scientist
264,0.0,0.0,0.0015638528138527397,Low,Research & Development,Manager
267,0.0,0.0,0.0035231481481480253,Low,Research & Development,Research Scientist
269,0.0064538239538239894,0.0064538239538239894,0.012580401080401038,Low,Research & Development,Laboratory Technician
270,0.0,0.0,0.0027856310356310088,Low,Research & Development,Manufacturing Director
271,0.012985362676539158,0.012985362676539158,0.11019194567233781,Low,Research & Development,Manufacturing Director
273,0.0,0.0,0.0023962148962148877,Low,Research & Development,Manufacturing Director
274,0.010802096052095922,0.010802096052095922,0.04873574943574932,Low,Research & Development,Manufacturing Director
275,0.0,0.0,0.005637806637806775,Low,Research & Development,Manufacturing Director
277,0.009073178999649767,0.009073178999649767,0.05156221120760984,Low,Research & Development,Research Scientist
281,0.0,0.0,0.013156186406186543,Low,Research & Development,Laboratory Technician
282,0.033956811162693334,0.033956811162693334,0.3370020242645414,Low,Research & Development,Healthcare Representative
283,0.0,0.0,0.006766625187677677,Low,Sales,Sales Executive
284,0.0020132275132276334,0.0020132275132276334,0.026471012647483416,Low,Research & Development,Research Scientist
286,0.00908347480406313,0.00908347480406313,0.03869882949294734,Low,Research & Development,Laboratory Technician
287,0.0007407407407407085,0.0007407407407407085,0.010999378707711949,Low,Research & Development,Healthcare Representative
288,0.0009523809523809268,0.0009523809523809268,0.006242137492137423,Low,Research & Development,Healthcare Representative
291,0.003605119825708103,0.003605119825708103,0.010456484764328033,Low,Sales,Sales Executive
292,0.0008333333333333526,0.0008333333333333526,0.002159090909090833,Low,Research & Development,Manufacturing Director
293,0.00187499999999996,0.00187499999999996,0.0049623015873015985,Low,Sales,Sales Executive
296,0.0004166666666666208,0.0004166666666666208,0.0004166666666666208,Low,Research & Development,Research Director
297,0.004592712842712676,0.004592712842712676,0.021919913419913395,Low,Research & Development,Research Scientist
298,0.02326322043969109,0.02326322043969109,0.1145955557070496,Low,Sales,Manager
299,0.011978555165912286,0.011978555165912286,0.029259932604898453,Low,Sales,Sales Executive
300,0.0030683760683761774,0.0030683760683761774,0.010914146039145867,Low,Research & Development,Research Scientist
302,0.00023809523809514843,0.00023809523809514843,0.0004761904761904079,Low,Sales,Sales Executive
303,0.0,0.0,0.003350445850445971,Low,Sales,Sales Executive
304,0.00023809523809514843,0.00023809523809514843,0.0025013227513227543,Low,Research & Development,Laboratory Technician
305,0.003657407407407387,0.003657407407407387,0.016270146520146467,Low,Research & Development,Research Scientist
306,0.0,0.0,0.004934725405313811,Low,Research & Development,Research Director
307,0.0011111111111112848,0.0011111111111112848,0.002142857142857002,Low,Sales,Sales Executive
308,0.00161904761904752,0.00161904761904752,0.004049182299182275,Low,Research & Development,Manufacturing Director
309,0.011901820401820529,0.011901820401820529,0.17124365068482705,Low,Research & Development,Research Scientist
311,0.002787397787397672,0.002787397787397672,0.02292347296952546,Low,Sales,Sales Representative
312,0.0,0.0,0.006244829244829275,Low,Sales,Sales Executive
314,0.00037037037037024323,0.00037037037037024323,0.00037037037037024323,Low,Sales,Sales Executive
315,0.010098137973137633,0.010098137973137633,0.0446359468078219,Low,Research & Development,Research Scientist
316,0.0030588235294116695,0.0030588235294116695,0.01084286954875191,Low,Research & Development,Laboratory Technician
319,0.0,0.0,0.0,Low,Research & Development,Manager
321,0.0011309523809523991,0.0011309523809523991,0.015047114922114857,Low,Human Resources,Human Resources
323,0.0,0.0,0.00583501683501686,Low,Sales,Manager
325,0.0012521043771043239,0.0012521043771043239,0.02653175745822789,Low,Research & Development,Laboratory Technician
327,0.0005128205128206442,0.0005128205128206442,0.0017200854700853974,Low,Sales,Manager
328,0.0027686387686387537,0.0027686387686387537,0.019118677618677693,Low,Research & Development,Laboratory Technician
329,0.0002777777777779322,0.0002777777777779322,0.0022076719576720194,Low,Sales,Manager
330,0.0016931216931216353,0.0016931216931216353,0.0096034752284756,Low,Sales,Sales Representative
331,0.012264058109646259,0.012264058109646259,0.03403466250525067,Low,Research & Development,Laboratory Technician
332,0.0023249898249898537,0.0023249898249898537,0.01449534724534729,Low,Research & Development,Laboratory Technician
333,0.0019487179487178707,0.0019487179487178707,0.02945208032708002,Low,Sales,Sales Executive
334,0.02034654261860136,0.02034654261860136,0.20122724488655863,Low,Research & Development,Research Scientist
335,0.0,0.0,0.00267399267399282,Low,Research & Development,Research Scientist
336,0.0010000000000000009,0.0010000000000000009,0.01189562289562296,Low,Research & Development,Manager
337,0.00060606060606061,0.00060606060606061,0.012867391867392053,Low,Research & Development,Research Director
338,0.0007341269841268927,0.0007341269841268927,0.024352767153278387,Low,Research & Development,Research Scientist
339,0.0,0.0,0.0007843137254902599,Low,Research & Development,Manufacturing Director
340,0.001322751322751392,0.001322751322751392,0.01467583342583334,Low,Research & Development,Research Scientist
341,0.0006111111111108958,0.0006111111111108958,0.009147918723576454,Low,Research & Development,Manufacturing Director
342,0.01473885958096488,0.01473885958096488,0.15588651378029983,Low,Research & Development,Manufacturing Director
343,0.0,0.0,0.0014343434343434547,Low,Research & Development,Healthcare Representative
346,0.0008333333333333526,0.0008333333333333526,0.004976593667770035,Low,Research & Development,Research Scientist
347,0.0018437118437119038,0.0018437118437119038,0.0121601269101268,Low,Research & Development,Research Scientist
349,0.0023585858585858377,0.0023585858585858377,0.012338383838383815,Low,Sales,Sales Executive
350,0.0009523809523809268,0.0009523809523809268,0.004727309727309725,Low,Research & Development,Manufacturing Director
351,0.0,0.0,0.001835164835164882,Low,Research & Development,Laboratory Technician
352,0.0,0.0,0.0,Low,Research & Development,Research Director
353,0.020884741975299104,0.020884741975299104,0.23591196944584003,Low,Research & Development,Research Scientist
355,0.006653439153439189,0.006653439153439189,0.014016992266992379,Low,Research & Development,Laboratory Technician
359,0.011123393218981481,0.011123393218981481,0.04530684711076849,Low,Research & Development,Laboratory Technician
361,0.0009523809523809268,0.0009523809523809268,0.004211988304093528,Low,Sales,Sales Executive
362,0.005082010582010521,0.005082010582010521,0.014356402856402828,Low,Research & Development,Laboratory Technician
363,0.0012727272727272032,0.0012727272727272032,0.0031035353535353583,Low,Sales,Manager
364,0.1621092964912627,0.1621092964912627,0.40846346562698477,Low,Research & Development,Laboratory Technician
366,0.03362452897979207,0.03362452897979207,0.19445095158832615,Low,Sales,Sales Executive
367,0.0012193732193732654,0.0012193732193732654,0.02803469678469661,Low,Research & Development,Healthcare Representative
369,0.0,0.0,0.0005555555555554204,Low,Research & Development,Healthcare Representative
372,0.0,0.0,0.002083333333333326,Low,Research & Development,Healthcare Representative
373,0.0007407407407407085,0.0007407407407407085,0.0017407407407408204,Low,Research & Development,Laboratory Technician
374,0.0004166666666666208,0.0004166666666666208,0.0004166666666666208,Low,Research & Development,Manager
376,0.00060606060606061,0.00060606060606061,0.007281203001791137,Low,Research & Development,Manager
377,0.0,0.0,0.00959842608372019,Low,Research & Development,Research Scientist
378,0.001880341880341807,0.001880341880341807,0.022706404706404837,Low,Sales,Sales Executive
379,0.03489099299393428,0.03489099299393428,0.16784614105937656,Low,Research & Development,Research Scientist
380,0.0008119658119657425,0.0008119658119657425,0.00830132177191012,Low,Research & Development,Research Director
381,0.0,0.0,0.003155677655677591,Low,Research & Development,Manager
382,0.005287749287749222,0.005287749287749222,0.044807047527635646,Low,Sales,Sales Executive
384,0.0023602693602693403,0.0023602693602693403,0.007158249158249141,Low,Research & Development,Manufacturing Director
385,0.0,0.0,0.0007142857142857784,Low,Research & Development,Research Director
386,0.0,0.0,0.0006198830409355205,Low,Research & Development,Research Director
387,0.0,0.0,0.003636363636363771,Low,Sales,Sales Executive
388,0.0014141414141414232,0.0014141414141414232,0.0031060606060606677,Low,Sales,Sales Executive
389,0.0008158508158508937,0.0008158508158508937,0.00798393273393283,Low,Research & Development,Laboratory Technician
390,0.0014017094017094722,0.0014017094017094722,0.0052464104522927935,Low,Research & Development,Healthcare Representative
391,0.0,0.0,0.00418518518518507,Low,Research & Development,Research Scientist
392,0.02822711438887915,0.02822711438887915,0.3539310304180019,Low,Research & Development,Laboratory Technician
393,0.0,0.0,0.00778041403041374,Low,Research & Development,Healthcare Representative
394,0.005141379861968054,0.005141379861968054,0.05404554976613796,Low,Research & Development,Laboratory Technician
395,0.001972222222222375,0.001972222222222375,0.007148148148148348,Low,Research & Development,Research Scientist
396,0.0034882154882154293,0.0034882154882154293,0.019042308454073176,Low,Research & Development,Research Director
397,0.008937730570083735,0.008937730570083735,0.04829840801899665,Low,Research & Development,Research Scientist
399,0.005276183511477739,0.005276183511477739,0.05994466976665114,Low,Sales,Sales Representative
401,0.0033250083250083717,0.0033250083250083717,0.010216699966699938,Low,Sales,Sales Executive
403,0.0008831908831907764,0.0008831908831907764,0.017334543996308627,Low,Research & Development,Research Scientist
404,0.0,0.0,0.0025042087542087588,Low,Sales,Sales Executive
405,0.3326564512628757,0.3326564512628757,0.7616148396613276,Medium,Research & Development,Laboratory Technician
406,0.0,0.0,0.0,Low,Sales,Sales Executive
407,0.01375048100048104,0.01375048100048104,0.146081365795521,Low,Research & Development,Laboratory Technician
408,0.0012764944034294734,0.0012764944034294734,0.005608985985920967,Low,Research & Development,Manufacturing Director
410,0.0,0.0,0.0006481481481481755,Low,Sales,Manager
411,0.3180405677483853,0.3180405677483853,0.7506793860429501,Medium,Sales,Sales Representative
412,0.0017460317460317176,0.0017460317460317176,0.007760582010581829,Low,Research & Development,Healthcare Representative
416,0.0019487179487178707,0.0019487179487178707,0.01329616217116214,Low,Sales,Sales Executive
417,0.0,0.0,0.0006349206349206549,Low,Research & Development,Healthcare Representative
419,0.0,0.0,0.0029524233935999122,Low,Research & Development,Laboratory Technician
420,0.0,0.0,0.0,Low,Sales,Sales Executive
421,0.00037037037037024323,0.00037037037037024323,0.011369047619047445,Low,Research & Development,Research Director
422,0.0,0.0,0.0022407407407405433,Low,Research & Development,Healthcare Representative
423,0.0,0.0,0.0037222222222222934,Low,Research & Development,Research Scientist
424,0.0256360213860215,0.0256360213860215,0.12177610491360502,Low,Human Resources,Human Resources
425,0.0,0.0,0.0024458874458872515,Low,Research & Development,Laboratory Technician
426,0.0013650793650792359,0.0013650793650792359,0.016061176296470525,Low,Research & Development,Research Scientist
428,0.0,0.0,0.00033333333333340764,Low,Research & Development,Manager
429,0.0004166666666666208,0.0004166666666666208,0.0020039682539683135,Low,Research & Development,Manager
430,0.0019458874458875286,0.0019458874458875286,0.01495632145632153,Low,Research & Development,Laboratory Technician
431,0.0005555555555554204,0.0005555555555554204,0.009539867196213692,Low,Research & Development,Healthcare Representative
433,0.00033333333333340764,0.00033333333333340764,0.005898545898545882,Low,Research & Development,Research Scientist
434,0.003396658896658855,0.003396658896658855,0.026420788361965042,Low,Research & Development,Research Scientist
436,0.0004991087344027312,0.0004991087344027312,0.0027138613020967206,Low,Sales,Sales Executive
437,0.004082029082029148,0.004082029082029148,0.009540482665482686,Low,Sales,Sales Executive
438,0.0,0.0,0.0019849624060149784,Low,Sales,Sales Executive
439,0.0034202678413203236,0.0034202678413203236,0.009277651198703829,Low,Research & Development,Research Scientist
